:START_ID(Document),:END_ID(Organization),:TYPE
Library Committee of Academic and Civil Service Professionals (LCP)__Minutes__Library Committee of Academic and Civil Service Professionals (LCP)_Minutes_2021-05-17,Illinois Human Resources,MENTIONS
Library Committee of Academic and Civil Service Professionals (LCP)__Minutes__Library Committee of Academic and Civil Service Professionals (LCP)_Minutes_2021-05-17,Jake,MENTIONS
Library Committee of Academic and Civil Service Professionals (LCP)__Minutes__Library Committee of Academic and Civil Service Professionals (LCP)_Minutes_2021-05-17,L-CAP,MENTIONS
Library Committee of Academic and Civil Service Professionals (LCP)__Minutes__Library Committee of Academic and Civil Service Professionals (LCP)_Minutes_2021-05-17,Library Committee,MENTIONS
Library Committee of Academic and Civil Service Professionals (LCP)__Minutes__Library Committee of Academic and Civil Service Professionals (LCP)_Minutes_2021-05-17,Memo,MENTIONS
Library Committee of Academic and Civil Service Professionals (LCP)__Minutes__Library Committee of Academic and Civil Service Professionals (LCP)_Minutes_2021-05-17,OKed,MENTIONS
Library Committee of Academic and Civil Service Professionals (LCP)__Minutes__Library Committee of Academic and Civil Service Professionals (LCP)_Minutes_2021-05-17,Peer Review Promotion Advisory Committee,MENTIONS
Library Committee of Academic and Civil Service Professionals (LCP)__Minutes__Library Committee of Academic and Civil Service Professionals (LCP)_Minutes_2021-05-17,RPC,MENTIONS
Library Committee of Academic and Civil Service Professionals (LCP)__Minutes__Library Committee of Academic and Civil Service Professionals (LCP)_Minutes_2021-05-17,The Academic Professional (AP,MENTIONS
Library Committee of Academic and Civil Service Professionals (LCP)__Minutes__Library Committee of Academic and Civil Service Professionals (LCP)_Minutes_2021-05-17,the AP Promotion Program,MENTIONS
Library Committee of Academic and Civil Service Professionals (LCP)__Minutes__Library Committee of Academic and Civil Service Professionals (LCP)_Minutes_2021-05-17,the AP Promotion Program Office Hours,MENTIONS
Library Committee of Academic and Civil Service Professionals (LCP)__Minutes__Library Committee of Academic and Civil Service Professionals (LCP)_Minutes_2021-05-17,the EC Shared Governance TF,MENTIONS
Library Committee of Academic and Civil Service Professionals (LCP)__Minutes__Library Committee of Academic and Civil Service Professionals (LCP)_Minutes_2021-05-17,the Inclusion in Governance Task Force,MENTIONS
Library Committee of Academic and Civil Service Professionals (LCP)__Minutes__Library Committee of Academic and Civil Service Professionals (LCP)_Minutes_2021-05-17,the L-CAP,MENTIONS
Library Committee of Academic and Civil Service Professionals (LCP)__Minutes__Library Committee of Academic and Civil Service Professionals (LCP)_Minutes_2020-04-13,Next L-CAP Meeting,MENTIONS
Library Committee of Academic and Civil Service Professionals (LCP)__Minutes__Library Committee of Academic and Civil Service Professionals (LCP)_Minutes_2020-04-13,b. Committee,MENTIONS
Library Committee of Academic and Civil Service Professionals (LCP)__Minutes__Library Committee of Academic and Civil Service Professionals (LCP)_Minutes_2018-08-21,AP,MENTIONS
Library Committee of Academic and Civil Service Professionals (LCP)__Minutes__Library Committee of Academic and Civil Service Professionals (LCP)_Minutes_2018-08-21,AP Promotion,MENTIONS
Library Committee of Academic and Civil Service Professionals (LCP)__Minutes__Library Committee of Academic and Civil Service Professionals (LCP)_Minutes_2018-08-21,L-CAP,MENTIONS
Library Committee of Academic and Civil Service Professionals (LCP)__Minutes__Library Committee of Academic and Civil Service Professionals (LCP)_Minutes_2018-08-21,Organizational Development and Training Coordinator,MENTIONS
Library Committee of Academic and Civil Service Professionals (LCP)__Minutes__Library Committee of Academic and Civil Service Professionals (LCP)_Minutes_2017-02-01,AP,MENTIONS
Library Committee of Academic and Civil Service Professionals (LCP)__Minutes__Library Committee of Academic and Civil Service Professionals (LCP)_Minutes_2017-02-01,APPIT,MENTIONS
Library Committee of Academic and Civil Service Professionals (LCP)__Minutes__Library Committee of Academic and Civil Service Professionals (LCP)_Minutes_2017-02-01,LCAP,MENTIONS
Library Committee of Academic and Civil Service Professionals (LCP)__Minutes__Library Committee of Academic and Civil Service Professionals (LCP)_Minutes_2017-02-01,Senate Update a. CAP,MENTIONS
Library Committee of Academic and Civil Service Professionals (LCP)__Minutes__Library Committee of Academic and Civil Service Professionals (LCP)_Minutes_2017-02-01,c. Update,MENTIONS
Library Committee of Academic and Civil Service Professionals (LCP)__Minutes__Library Committee of Academic and Civil Service Professionals (LCP)_Minutes_2017-02-01,d. Retreat,MENTIONS
Library Committee of Academic and Civil Service Professionals (LCP)__Minutes__Library Committee of Academic and Civil Service Professionals (LCP)_Minutes_2017-02-01,e. AP,MENTIONS
Library Committee of Academic and Civil Service Professionals (LCP)__Minutes__Library Committee of Academic and Civil Service Professionals (LCP)_Minutes_2017-02-01,e. APs,MENTIONS
Library Committee of Academic and Civil Service Professionals (LCP)__Minutes__Library Committee of Academic and Civil Service Professionals (LCP)_Minutes_2017-02-01,the AP Promotion Pathway,MENTIONS
Library Committee of Academic and Civil Service Professionals (LCP)__Minutes__Library Committee of Academic and Civil Service Professionals (LCP)_Minutes_2017-02-01,the AP Promotion Pathway a. Bill Mischo,MENTIONS
Library Committee of Academic and Civil Service Professionals (LCP)__Minutes__Library Committee of Academic and Civil Service Professionals (LCP)_Minutes_2016-05-16,AC,MENTIONS
Library Committee of Academic and Civil Service Professionals (LCP)__Minutes__Library Committee of Academic and Civil Service Professionals (LCP)_Minutes_2016-05-16,AP,MENTIONS
Library Committee of Academic and Civil Service Professionals (LCP)__Minutes__Library Committee of Academic and Civil Service Professionals (LCP)_Minutes_2016-05-16,AP Promotional Path • Having,MENTIONS
Library Committee of Academic and Civil Service Professionals (LCP)__Minutes__Library Committee of Academic and Civil Service Professionals (LCP)_Minutes_2016-05-16,CAP,MENTIONS
Library Committee of Academic and Civil Service Professionals (LCP)__Minutes__Library Committee of Academic and Civil Service Professionals (LCP)_Minutes_2016-05-16,Division,MENTIONS
Library Committee of Academic and Civil Service Professionals (LCP)__Minutes__Library Committee of Academic and Civil Service Professionals (LCP)_Minutes_2016-05-16,EC,MENTIONS
Library Committee of Academic and Civil Service Professionals (LCP)__Minutes__Library Committee of Academic and Civil Service Professionals (LCP)_Minutes_2016-05-16,Reflections,MENTIONS
Library Committee of Academic and Civil Service Professionals (LCP)__Minutes__Library Committee of Academic and Civil Service Professionals (LCP)_Minutes_2016-05-16,Senate,MENTIONS
Library Committee of Academic and Civil Service Professionals (LCP)__Minutes__Library Committee of Academic and Civil Service Professionals (LCP)_Minutes_2016-05-16,Specialized,MENTIONS
Library Committee of Academic and Civil Service Professionals (LCP)__Minutes__Library Committee of Academic and Civil Service Professionals (LCP)_Minutes_2016-05-16,TF,MENTIONS
Library Committee of Academic and Civil Service Professionals (LCP)__Minutes__Library Committee of Academic and Civil Service Professionals (LCP)_Minutes_2016-05-16,the Dean • AP,MENTIONS
Library Committee of Academic and Civil Service Professionals (LCP)__Minutes__Library Committee of Academic and Civil Service Professionals (LCP)_Minutes_2016-05-16,the L-CAP,MENTIONS
Library Committee of Academic and Civil Service Professionals (LCP)__Minutes__Library Committee of Academic and Civil Service Professionals (LCP)_Minutes_2016-05-16,• Adding AP,MENTIONS
Library Committee of Academic and Civil Service Professionals (LCP)__Minutes__Library Committee of Academic and Civil Service Professionals (LCP)_Minutes_2016-05-16,• Bylaws,MENTIONS
Library Committee of Academic and Civil Service Professionals (LCP)__Minutes__Library Committee of Academic and Civil Service Professionals (LCP)_Minutes_2016-05-16,• Division,MENTIONS
Library Committee of Academic and Civil Service Professionals (LCP)__Minutes__Library Committee of Academic and Civil Service Professionals (LCP)_Minutes_2016-05-16,• Hard,MENTIONS
Library Committee of Academic and Civil Service Professionals (LCP)__Minutes__Library Committee of Academic and Civil Service Professionals (LCP)_Minutes_2016-05-16,• L-CAP,MENTIONS
Library Committee of Academic and Civil Service Professionals (LCP)__Minutes__Library Committee of Academic and Civil Service Professionals (LCP)_Minutes_2016-05-16,• Promotional,MENTIONS
Library Committee of Academic and Civil Service Professionals (LCP)__Minutes__Library Committee of Academic and Civil Service Professionals (LCP)_Minutes_2016-05-16,• Revisions,MENTIONS
Library Committee of Academic and Civil Service Professionals (LCP)__Minutes__Library Committee of Academic and Civil Service Professionals (LCP)_Minutes_2016-05-16,• Specialized,MENTIONS
Library Committee of Academic and Civil Service Professionals (LCP)__Minutes__Library Committee of Academic and Civil Service Professionals (LCP)_Minutes_2019-07-17,AP Professional Development Fund,MENTIONS
Library Committee of Academic and Civil Service Professionals (LCP)__Minutes__Library Committee of Academic and Civil Service Professionals (LCP)_Minutes_2019-07-17,b. Tricia & Nicole,MENTIONS
Library Committee of Academic and Civil Service Professionals (LCP)__Minutes__Library Committee of Academic and Civil Service Professionals (LCP)_Minutes_2019-07-17,c. Possibility,MENTIONS
Library Committee of Academic and Civil Service Professionals (LCP)__Minutes__Library Committee of Academic and Civil Service Professionals (LCP)_Minutes_2018-07-24,AP,MENTIONS
Library Committee of Academic and Civil Service Professionals (LCP)__Minutes__Library Committee of Academic and Civil Service Professionals (LCP)_Minutes_2018-07-24,APPIT,MENTIONS
Library Committee of Academic and Civil Service Professionals (LCP)__Minutes__Library Committee of Academic and Civil Service Professionals (LCP)_Minutes_2018-07-24,Civil Service,MENTIONS
Library Committee of Academic and Civil Service Professionals (LCP)__Minutes__Library Committee of Academic and Civil Service Professionals (LCP)_Minutes_2018-07-24,IHR,MENTIONS
Library Committee of Academic and Civil Service Professionals (LCP)__Minutes__Library Committee of Academic and Civil Service Professionals (LCP)_Minutes_2018-07-24,New AP,MENTIONS
Library Committee of Academic and Civil Service Professionals (LCP)__Minutes__Library Committee of Academic and Civil Service Professionals (LCP)_Minutes_2019-12-18,AP,MENTIONS
Library Committee of Academic and Civil Service Professionals (LCP)__Minutes__Library Committee of Academic and Civil Service Professionals (LCP)_Minutes_2019-12-18,AP Candidate,MENTIONS
Library Committee of Academic and Civil Service Professionals (LCP)__Minutes__Library Committee of Academic and Civil Service Professionals (LCP)_Minutes_2019-12-18,AP Promotional,MENTIONS
Library Committee of Academic and Civil Service Professionals (LCP)__Minutes__Library Committee of Academic and Civil Service Professionals (LCP)_Minutes_2019-12-18,AP Survey on Investigation,MENTIONS
Library Committee of Academic and Civil Service Professionals (LCP)__Minutes__Library Committee of Academic and Civil Service Professionals (LCP)_Minutes_2019-12-18,CAP,MENTIONS
Library Committee of Academic and Civil Service Professionals (LCP)__Minutes__Library Committee of Academic and Civil Service Professionals (LCP)_Minutes_2019-12-18,FAQ,MENTIONS
Library Committee of Academic and Civil Service Professionals (LCP)__Minutes__Library Committee of Academic and Civil Service Professionals (LCP)_Minutes_2019-12-18,L-CAP,MENTIONS
Library Committee of Academic and Civil Service Professionals (LCP)__Minutes__Library Committee of Academic and Civil Service Professionals (LCP)_Minutes_2019-12-18,L-CAP /,MENTIONS
Library Committee of Academic and Civil Service Professionals (LCP)__Minutes__Library Committee of Academic and Civil Service Professionals (LCP)_Minutes_2019-12-18,c. Provost,MENTIONS
Library Committee of Academic and Civil Service Professionals (LCP)__Minutes__Library Committee of Academic and Civil Service Professionals (LCP)_Minutes_2019-12-18,i. Building committee,MENTIONS
Library Committee of Academic and Civil Service Professionals (LCP)__Minutes__Library Committee of Academic and Civil Service Professionals (LCP)_Minutes_2019-12-18,the Faculty Meeting Agenda Committee AP,MENTIONS
Library Committee of Academic and Civil Service Professionals (LCP)__Minutes__Library Committee of Academic and Civil Service Professionals (LCP)_Minutes_2019-10-25,AP,MENTIONS
Library Committee of Academic and Civil Service Professionals (LCP)__Minutes__Library Committee of Academic and Civil Service Professionals (LCP)_Minutes_2019-10-25,EC,MENTIONS
Library Committee of Academic and Civil Service Professionals (LCP)__Minutes__Library Committee of Academic and Civil Service Professionals (LCP)_Minutes_2019-10-25,L-CAP,MENTIONS
Library Committee of Academic and Civil Service Professionals (LCP)__Minutes__Library Committee of Academic and Civil Service Professionals (LCP)_Minutes_2019-10-25,Update/Clean,MENTIONS
Library Committee of Academic and Civil Service Professionals (LCP)__Minutes__Library Committee of Academic and Civil Service Professionals (LCP)_Minutes_2019-10-25,b. Office,MENTIONS
Library Committee of Academic and Civil Service Professionals (LCP)__Minutes__Library Committee of Academic and Civil Service Professionals (LCP)_Minutes_2019-10-25,c. Field,MENTIONS
Library Committee of Academic and Civil Service Professionals (LCP)__Minutes__Library Committee of Academic and Civil Service Professionals (LCP)_Minutes_2019-10-25,e. APDF,MENTIONS
Library Committee of Academic and Civil Service Professionals (LCP)__Minutes__Library Committee of Academic and Civil Service Professionals (LCP)_Minutes_2018-05-23,AP,MENTIONS
Library Committee of Academic and Civil Service Professionals (LCP)__Minutes__Library Committee of Academic and Civil Service Professionals (LCP)_Minutes_2018-05-23,L-CAP,MENTIONS
Library Committee of Academic and Civil Service Professionals (LCP)__Minutes__Library Committee of Academic and Civil Service Professionals (LCP)_Minutes_2021-12-08,AP,MENTIONS
Library Committee of Academic and Civil Service Professionals (LCP)__Minutes__Library Committee of Academic and Civil Service Professionals (LCP)_Minutes_2021-12-08,AP Promotion committee,MENTIONS
Library Committee of Academic and Civil Service Professionals (LCP)__Minutes__Library Committee of Academic and Civil Service Professionals (LCP)_Minutes_2021-12-08,CAP,MENTIONS
Library Committee of Academic and Civil Service Professionals (LCP)__Minutes__Library Committee of Academic and Civil Service Professionals (LCP)_Minutes_2021-12-08,CLACSP,MENTIONS
Library Committee of Academic and Civil Service Professionals (LCP)__Minutes__Library Committee of Academic and Civil Service Professionals (LCP)_Minutes_2021-12-08,CLASP,MENTIONS
Library Committee of Academic and Civil Service Professionals (LCP)__Minutes__Library Committee of Academic and Civil Service Professionals (LCP)_Minutes_2021-12-08,CS-P,MENTIONS
Library Committee of Academic and Civil Service Professionals (LCP)__Minutes__Library Committee of Academic and Civil Service Professionals (LCP)_Minutes_2021-12-08,CS-Ps,MENTIONS
Library Committee of Academic and Civil Service Professionals (LCP)__Minutes__Library Committee of Academic and Civil Service Professionals (LCP)_Minutes_2021-12-08,Google Analytics,MENTIONS
Library Committee of Academic and Civil Service Professionals (LCP)__Minutes__Library Committee of Academic and Civil Service Professionals (LCP)_Minutes_2021-12-08,Group,MENTIONS
Library Committee of Academic and Civil Service Professionals (LCP)__Minutes__Library Committee of Academic and Civil Service Professionals (LCP)_Minutes_2021-12-08,Jen-Chien Yu Absent,MENTIONS
Library Committee of Academic and Civil Service Professionals (LCP)__Minutes__Library Committee of Academic and Civil Service Professionals (LCP)_Minutes_2021-12-08,L-CAP,MENTIONS
Library Committee of Academic and Civil Service Professionals (LCP)__Minutes__Library Committee of Academic and Civil Service Professionals (LCP)_Minutes_2021-12-08,L-CAP Spread,MENTIONS
Library Committee of Academic and Civil Service Professionals (LCP)__Minutes__Library Committee of Academic and Civil Service Professionals (LCP)_Minutes_2021-12-08,Listserv,MENTIONS
Library Committee of Academic and Civil Service Professionals (LCP)__Minutes__Library Committee of Academic and Civil Service Professionals (LCP)_Minutes_2021-12-08,Megan Pearson,MENTIONS
Library Committee of Academic and Civil Service Professionals (LCP)__Minutes__Library Committee of Academic and Civil Service Professionals (LCP)_Minutes_2021-12-08,WebTools,MENTIONS
Library Committee of Academic and Civil Service Professionals (LCP)__Minutes__Library Committee of Academic and Civil Service Professionals (LCP)_Minutes_2021-12-08,WordPress,MENTIONS
Library Committee of Academic and Civil Service Professionals (LCP)__Minutes__Library Committee of Academic and Civil Service Professionals (LCP)_Minutes_2021-12-08,• Committee Documentation Subgroup,MENTIONS
Library Committee of Academic and Civil Service Professionals (LCP)__Minutes__Library Committee of Academic and Civil Service Professionals (LCP)_Minutes_2021-12-08,• Committee of Library Academic and Civil Service Professionals,MENTIONS
Library Committee of Academic and Civil Service Professionals (LCP)__Minutes__Library Committee of Academic and Civil Service Professionals (LCP)_Minutes_2021-12-08,• Debrief,MENTIONS
Library Committee of Academic and Civil Service Professionals (LCP)__Minutes__Library Committee of Academic and Civil Service Professionals (LCP)_Minutes_2021-12-08,• Library Committee of Academic and Civil Service Professionals,MENTIONS
Library Committee of Academic and Civil Service Professionals (LCP)__Minutes__Library Committee of Academic and Civil Service Professionals (LCP)_Minutes_2021-12-08,• Library Committee of Civil and Academic Professionals,MENTIONS
Library Committee of Academic and Civil Service Professionals (LCP)__Minutes__Library Committee of Academic and Civil Service Professionals (LCP)_Minutes_2021-12-08,• Library Committee of Professionals,MENTIONS
Library Committee of Academic and Civil Service Professionals (LCP)__Minutes__Library Committee of Academic and Civil Service Professionals (LCP)_Minutes_2021-12-08,• Listserv,MENTIONS
Library Committee of Academic and Civil Service Professionals (LCP)__Minutes__Library Committee of Academic and Civil Service Professionals (LCP)_Minutes_2021-12-08,• Name,MENTIONS
Library Committee of Academic and Civil Service Professionals (LCP)__Minutes__Library Committee of Academic and Civil Service Professionals (LCP)_Minutes_2021-12-08,• Newsletter,MENTIONS
Library Committee of Academic and Civil Service Professionals (LCP)__Agendas__Library Committee of Academic and Civil Service Professionals (LCP)_Agendas_2020-06-17,Special Collections,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2019-12-03,ALA,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2019-12-03,AP,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2019-12-03,Associates,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2019-12-03,CITL,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2019-12-03,I. Welcome,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2019-12-03,Jaya Raju,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2019-12-03,Minitalks,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2019-12-03,Mortenson Associates Program,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2019-12-03,Mortenson Center Advisory Committee,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2019-12-03,Refugee Welcome Day,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2019-12-03,Research and Learning Services,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2019-12-03,TX,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2019-12-03,UGL,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2019-12-03,UIUC,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2019-12-03,V. Mortenson Center Initiatives,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2019-12-03,World Refugee,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2019-12-03,Yoo-Seong,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2019-12-03,Yoo-Seong Song,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2019-12-03,b. Associates Program,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2019-12-03,iSchool,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2019-12-03,iSchool Adjunct Professor,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2019-12-03,the Associates Program,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2019-12-03,the Center’s Libraries,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2019-12-03,the Department of Knowledge and Information on Stewardship,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2019-12-03,the Japanese Association of Private Libraries,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2019-12-03,the Mortenson Center,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2019-12-03,the Mortenson Center’s,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2019-12-03,the Uganda Community Library Association,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2019-12-03,the University of Cape Town,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2019-12-03,the University of Cape Town Libraries,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2014-02-18,2014 Associates,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2014-02-18,Alistair Black,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2014-02-18,Arabella,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2014-02-18,Arabella Advisors,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2014-02-18,Associates,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2014-02-18,Attendees,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2014-02-18,Center,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2014-02-18,Ford,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2014-02-18,Jen-Chien Yu Minutes,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2014-02-18,Library Friends,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2014-02-18,Mortenson Center Advisory Committee,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2014-02-18,Schnuer,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2014-02-18,Skype,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2014-02-18,State,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2014-02-18,U of I Library,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2014-02-18,the Advisory Board,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2014-02-18,the Center’s Associates,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2014-02-18,the Chicago Public Library,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2014-02-18,the Gates Foundation,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2014-02-18,the Mortenson Center,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2014-02-18,the Mortenson Center Theory of Change,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2014-02-18,the Mortenson Center’s,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2014-02-18,the Rotary Club,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2014-02-18,the University of Illinois,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2013-05-01,Associates,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2013-05-01,Attendees,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2013-05-01,Beyond Access,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2013-05-01,Cahokia Mounds,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2013-05-01,Center,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2013-05-01,Future Mortenson Center,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2013-05-01,Gates Foundation Peer,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2013-05-01,Mortenson Center Advisory Committee,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2013-05-01,Studio 2D,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2013-05-01,Sustainability,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2013-05-01,UNESCO,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2013-05-01,UNESCO Center for Global Citizenship,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2013-05-01,Youth Services,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2013-05-01,the Advisory Committee,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2013-05-01,the Gates Foundation,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2013-05-01,the I-Mark,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2013-05-01,the Mortenson Center,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2013-05-01,the Mortenson Center’s,MENTIONS
